,Memoria utilizada[MB],Desempenho medio BFS[nanosegundos],Desempenho medio DFS[nanosegundos],Pai dos vertices 10; 20; 30 BFS[1],Pai dos vertices 10; 20; 30 DFS[1],Pai dos vertices 10; 20; 30 BFS[2],Pai dos vertices 10; 20; 30 DFS[2],Pai dos vertices 10; 20; 30 BFS[3],Pai dos vertices 10; 20; 30 DFS[3],Distancia (10;20),Distancia(10;30),Distancia(20;30),Quantidade de Componentes conexas,Tamanho maior componente conexa,Tamanho menor componente conexa,Diametro grafo,Diametro aproximado do Grafo

Grafo 6,589.217,7.16254e+08,8.32936e+08,-1 -1 -1,-1 -1 -1,1677854 4095628 4231681,1658531 1963792 2060389,-1 -1 -1,-1 -1 -1,5,5,5,5,2500000,156250,Não foi possível obter experimentalmente,10
