,Memoria utilizada[MB],Desempenho medio BFS[nanosegundos],Desempenho medio DFS[nanosegundos],Pai dos vertices 10; 20; 30 BFS[1],Pai dos vertices 10; 20; 30 DFS[1],Pai dos vertices 10; 20; 30 BFS[2],Pai dos vertices 10; 20; 30 DFS[2],Pai dos vertices 10; 20; 30 BFS[3],Pai dos vertices 10; 20; 30 DFS[3],Distancia (10;20),Distancia(10;30),Distancia(20;30),Quantidade de Componentes conexas,Tamanho maior componente conexa,Tamanho menor componente conexa,Diametro grafo,Diametro aproximado do Grafo

Grafo 5,242.547,3.26229e+08,3.36436e+08,1888350 -1 2502539,3696745 -1 191713,-1 -1 -1,-1 -1 -1,3696745 -1 191713,3696745 -1 191713,-1,7,-1,5,2500000,156250,Não foi possível obter experimentalmente,12
